,,,,,,Arabic,,,,Translations,,,,,,,,,,,,,,,,,,,,,,
verb,1,29,16,10,27,لَعَنَ,يَلعَنُ,,429.m4a,to Curse,,لعنت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,29,16,11,13,مَنَعَ,يَمنَعُ,,430.m4a,to prevent,,روکنا,,,,,,,,,,,,,,,,,,,,
verb,1,29,16,12,42,نَفَعَ,يَنفَعُ,,431.m4a,to Benefit,,فائدہ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,1,92,نَصَرَ,يَنصُرُ,,432.m4a,To help/ to deliver,,مدد کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,2,49,بَلَغَ,يَبْلُغُ,,433.m4a,To reach,,پہنچنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,3,22,بَسَطَ,يَبْسُطُ,,434.m4a,to extend,,پھیلانا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,4,43,تَرَكَ,يَترُكُ,,435.m4a,To leave/ let,,چھوڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,5,43,حَشَرَ,يَحشُرُ,,436.m4a,To gather,,اکٹھا کرنا، گھیرنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,6,80,حَكَمَ,يَحْكُمُ,,437.m4a,To judge/ to rule,,فیصلہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,7,61,خَرَجَ,يَخرُجُ,,438.m4a,To come out,,نکلنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,8,83,خَلَدَ,يَخلُدُ,,439.m4a,To live forever,,ہمیشہ رہنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,9,248,خَلَقَ,يَخلُقُ,,440.m4a,To create,,پیدا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,10,78,دَخَلَ,يَدخُلُ,,441.m4a,To enter,,داخل ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,11,164,ذَكَرَ,يَذكُرُ,,442.m4a,To remember,,یاد کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,12,122,رَزَقَ,يَرْزُقُ,,443.m4a,To provide,,رزق دینا,,,,,,,,,,,,,,,,,,,,
verb,1,30,17,13,64,سَجَدَ,يَسجُدُ,,444.m4a,To prostrate,,سجدہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,1,30,شَعَرَ,يَشعُرُ,,445.m4a,To perceive,,سمجھنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,2,63,شَكَرَ,يَشكُرُ,,446.m4a,To be grateful,,شکر کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,3,89,صَدَقَ,يَصدُقُ,,447.m4a,To say the truth,,سچ کہنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,4,143,عَبَدَ,يَعبُدُ,,448.m4a,to Worship,,عبادت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,5,54,فَسَقَ,يَفسُقُ,,449.m4a,To transgress,,نافرمانی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,6,93,قَتَلَ,يَقتُلُ,,450.m4a,To kill,,قتل کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,7,23,قَعَدَ,يَقعُدُ,,451.m4a,To sit/ to remain behind,,بیٹھنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,8,56,كَتَبَ,يَكتُبُ,,452.m4a,to Decree/ assign/write/prescribe,,لکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,9,21,كَتَمَ,يَكْتُمُ,,453.m4a,to conceal,,(کوئی بات یا کوئی چیز) چھپانا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,10,461,كَفَرَ,يَكفُرُ,,454.m4a,To disbelieve,,انکار کرنا، ناشکری کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,11,43,مَكَرَ,يَمكُرُ,,455.m4a,To plot,,چال چلنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,12,95,نَظَرَ,يَنظُرُ,,456.m4a,"To look, to wait",,دیکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,31,18,13,20,نَفَخَ,يَنفُخُ,,457.m4a,to breath,,سانس لینا / پھونک مارنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,1,58,ضَرَبَ,يَضْرِبُ,,458.m4a,to Present/ strike,,مارنا، مثال دینا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,2,50,حَمَلَ,يَحمِلُ,,459.m4a,to Carry,,اُٹھانا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,3,31,سَبَقَ,يَسبِقُ,,460.m4a,to precede,,تیز چلنا / آگے چلنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,4,86,رَجَعَ,يَرجِعُ,,461.m4a,to return,,لوٹنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,5,95,صَبَرَ,يَصبِرُ,,462.m4a,to Endure/ to Be patient,,صبر کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,6,266,ظَلَمَ,يَظلِمُ,,463.m4a,to Wrong,,ظلم کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,7,59,عَرَفَ,يَعرِفُ,,464.m4a,to recognize,,پہچاننا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,8,49,عَقَلَ,يَعقل,,465.m4a,to Understand/ Use reason,,سمجھنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,9,95,غَفَرَ,يَغفِرُ,,466.m4a,to forgive,,بخشش کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,10,47,قَدَرَ,يَقدِرُ,,467.m4a,to Have power to/over to destine,,قادر ہونا، کرسکنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,11,76,كَذَبَ,يَكذِبُ,,468.m4a,to lie,,جھوٹ بولنا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,12,62,كَسَبَ,يَكسِبُ,,469.m4a,to Earn,,کمانا,,,,,,,,,,,,,,,,,,,,
verb,1,32,19,13,48,مَلَكَ,يَمْلِكُ,,470.m4a,to possess,,مالک ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,1,100,سَمِعَ,يَسمَعُ,,471.m4a,to Hear,,سننا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,2,39,حَزِنَ,يَحزَنُ,,472.m4a,to Grieve,,غمگین ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,3,44,حَسِبَ,يَحسَبُ,,473.m4a,to Think,,گمان کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,4,27,حَفِظَ,يَحفَظُ,,474.m4a,to Protect/ Guard,,حفاظت کرنا، نگرانی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,5,51,خَسِرَ,يَخسَرُ,,475.m4a,to Lose/ to Sustain a loss,,نقصان اُٹھانا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,6,148,رَحِمَ,يَرحَمُ,,476.m4a,to Have mercy on,,رحم کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,7,68,شَهِدَ,يَشهَدُ,,477.m4a,to bear witness / to be present,,گواہی دینا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,8,518,عَلِمَ,يَعلَمُ,,478.m4a,to Know,,جاننا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,9,318,عَمِلَ,يَعمَلُ,,479.m4a,to Work/ to Do a deed,,عمل کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,10,19,فَقِهَ,يَفقَهُ,,480.m4a,to Understand,,سمجھ بوجھ حاصل کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,11,15,فَرِحَ,يَفرَحُ,,481.m4a,to rejoice,,بہت خوش ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,12,30,كَرِهَ,يَكرَهُ,,482.m4a,to Hate,,کراہت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,33,20,13,31,لَبِثَ,يَلبَثُ,,483.m4a,to stay,,کسی جگہ ٹھہرنا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,1,19,وَهَبَ,يَهِبُ,,484.m4a,to grant,,بخشنا، دینا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,2,45,وَذَرَ,يَذَرُ,,485.m4a,to leave behind,,چھوڑ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,3,20,وَقَعَ,يَقَعُ,,486.m4a,to befall/ to happen,,واقع ہونا، لازم ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,4,22,وَضَعَ,يَضَعُ,,487.m4a,to place/ deliver a baby,,رکھنا، بنانا، اُتارنا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,5,120,وَعَدَ,يَعِدُ,,488.m4a,to promise,,وعدہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,6,107,وَجَدَ,يَجِدُ,,489.m4a,to find,,پانا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,7,19,وَزَرَ,يَزِرُ,,490.m4a,to bear a load,,بوجھ اُٹھانا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,8,14,وَصَفَ,يَصِفُ,,491.m4a,to describe,,بیان کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,9,10,وَصَلَ,يَصِلُ,,492.m4a,to join,,ملنا / ملانا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,10,15,وَعَظَ,يَعِظُ,,493.m4a,to instruct,,نصیحت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,11,19,وَقٰى,يَقِي,,494.m4a,to protect,,بچانا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,12,25,وَسِعَ,يَسَعُ,,495.m4a,to encompass,,سما لینا، وسیع ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,34,21,13,20,وَرِثَ,يَرِثُ,,496.m4a,to inherit,,وارث ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,1,1715,قَالَ,يَقُولُ,,497.m4a,to say,,کہنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,2,1358,كَانَ,يَكُوْنُ,,498.m4a,to Be,,ہونا، تھا، ہے,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,3,72,تَابَ,يَتُوبُ,,499.m4a,to Repent,,توبہ کرنا، توبہ قبول ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,4,41,ذَاقَ,يَذوقُ,,500.m4a,to taste,,چکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,5,89,مَاتَ,يَموتُ,,501.m4a,to Die,,مرنا، بےجان ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,6,55,قَامَ,يَقومُ,,502.m4a,to stand up,,کھڑا ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,7,39,سَاءَ,يَسُوْءُ,,503.m4a,to be evil,,بُرا ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,8,51,زَادَ,يَزِيدُ,,504.m4a,to Increase,,زیادہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,9,35,كَادَ,يَكِيدُ,,505.m4a,To plot against,,خفیہ تدبیر کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,10,278,جَاءَ,يَجيءُ,,506.m4a,To come,,آنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,11,236,شَاءَ,يَشاءُ,,507.m4a,to will / to wish,,چاہنا، ارادہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,12,112,خَافَ,يَخَافُ,,508.m4a,to Fear,,ڈرنا,,,,,,,,,,,,,,,,,,,,
verb,1,35,22,13,24,كَادَ,يَكَادُ,,509.m4a,"to become nigh, close to",,قریب تھا ہے کہ,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,1,20,سَعَى,يَسعَى,,510.m4a,to suffice,,تیز تیز چلنا / کسی کام کے لیے بھاگ دوڑ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,2,13,أَبَى,يأبَى,,511.m4a,to refuse,,سخت انکار کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,3,273,رَأی,يَرَی,,512.m4a,to see,,دیکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,4,199,دَعَا,يَدعُو,,513.m4a,to call / to pray,,پکارنا، بلانا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,5,62,تَلا,يَتلو,,514.m4a,to recite/follow,,تلاوت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,6,60,جَرَى,يَجري,,515.m4a,to flow,,جاری ہونا، چلنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,7,161,هَدَى,يَهدي,,516.m4a,to guide,,راستہ بتانا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,8,62,قَضَى,يَقضِي,,517.m4a,to decree,,فیصلہ کرنا، پورا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,9,116,جَزَى,يَجزي,,518.m4a,to reward,,بدلہ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,10,264,أَتَى,يَأتِي,,519.m4a,To come,,آنا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,11,57,رَضِى,يَرضَى,,520.m4a,to be satisfied,,راضی ہونا، خوش ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,12,48,خَشِيَ,يَخشى,,521.m4a,to fear,,ڈرنا، خوف کھانا,,,,,,,,,,,,,,,,,,,,
verb,1,36,23,13,36,نَسِيَ,يَنسَى,,522.m4a,to forget,,بھول جانا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,1,69,ظَنَّ,يَظنُّ,,523.m4a,"To believe, assume",,خیال کرنا، گمان کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,2,44,رَدَّ,يَرُدُّ,,524.m4a,To return,,لوٹانا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,3,39,صَدَّ,يَصُدُّ,,525.m4a,To Turn away / hinder,,رک جانا / روک دینا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,4,31,ضَرَّ,يَضرُّ,,526.m4a,To Harm,,نقصان پہنچانا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,5,24,غَرَّ,يَغرُّ,,527.m4a,To be deluded,,فریب میں مبتلا ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,6,17,مَدَّ,يَمدُّ,,528.m4a,to Prolong,,دراز کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,7,114,ضَلَّ,يَضِلُّ,,529.m4a,to Go astray,,گمراہ ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,8,20,حَقَّ,يَحِقُّ,,530.m4a,to prove somebody to be true,,کسی کو سچا ثابت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,9,10,فَرَّ,يَفِرُّ,,531.m4a,to flee / to run away,,بھاگنا / دوڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,10,58,مَسَّ,يَمسُّ,,532.m4a,to touch,,چھونا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,11,9,ظَلَّ,يَظَلُّ,,533.m4a,to turn into,,ہوجانا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,12,18,وَدَّ,يَودُّ,,534.m4a,to wish,,چاہنا,,,,,,,,,,,,,,,,,,,,
verb,1,37,24,13,83,حَيَّ,يَحْيَا,,535.m4a,To live,,زندہ ہونا، زندہ رہنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,1,119,سَأَلَ,يَسألُ,,536.m4a,To ask,,پوچھنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,2,3,جَأرَ,يَجأرُ,,537.m4a,to cry for help,,مدد کے لیے گڑگڑانا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,3,12,بَدَأ,يَبدأُ,,538.m4a,to begin,,شروع کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,4,16,قَرَأَ,يَقرأُ,,539.m4a,To read,,پڑھنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,5,4,دَرَأ,يَدرأُ,,540.m4a,to avert,,دور کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,6,6,ذَرَأ,يَذرأُ,,541.m4a,to create,,پیدا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,7,244,أَمَرَ,يَأمُرُ,,542.m4a,To command/ order,,حکم دینا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,8,142,أَخَذَ,يَأخُذُ,,543.m4a,To take,,لینا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,9,101,أَكَلَ,يَأكُلُ,,544.m4a,To eat/ consume,,کھانا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,10,43,أَمِنَ,يَأمَنُ,,545.m4a,To feel safe,,امن میں ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,10,16,أفِكَ,يَأفِكُ,,546.m4a,to delude,,جھوٹ بولنا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,12,62,أذِنَ,يَأذَنُ,,547.m4a,to give permission,,اجازت دینا,,,,,,,,,,,,,,,,,,,,
verb,1,38,25,13,3,سَئِمَ,يَسأمُ,,548.m4a,To be weary,,اُکتا جانا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,1,33,بَدَّلَ,يُبَدّلُ,,549.m4a,To change,,بدل دینا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,2,48,بَشَّرَ,يُبَشّرُ,,550.m4a,To give good news,,بشارت یا خوشخبری دینا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,3,41,بَيَّنَ,يُبيّنُ,,551.m4a,To make clear,,بیان کرنا، واضح کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,4,44,حَرّم,يُحرّمُ,,552.m4a,to make it forbidden,,حرام قرار دینا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,5,26,ذَكّرَ,يُذَكّرُ,,553.m4a,to remind,,یاد دہانی کرانا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,6,26,زَيَّنَ,يُزَيّنُ,,554.m4a,To decorate (figuratively)/ To make sth seem good,,بتدریج سجانا، خوب سجانا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,7,46,سَبَّحَ,يُسَبّحُ,,555.m4a,To glorify,,پاکی بیان کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,8,26,سَخَّرَ,يُسَخّرُ,,556.m4a,To make under control,,بَس میں کرنا، تابع کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,9,31,صَدَّقَ,يُصدّقُ,,557.m4a,To believe sth to be true,,تصدیق کرنا، سچا ماننا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,10,17,طَهَّرَ,يُطَهّرُ,,558.m4a,to purify,,اچھی طرح پاک کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,11,49,عَذَّبَ,يُعذّبُ,,559.m4a,"To torment, to punish",,عذاب دینا,,,,,,,,,,,,,,,,,,,,
verb,1,39,26,12,42,عَلَّمَ,يُعلِّمُ,,560.m4a,To teach,,سکھانا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,1,24,فَصَّلَ,يُفصّلُ,,561.m4a,to explain,,کھول کھول کر بیان کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,2,21,قَدّرَ,يُقدّرُ,,562.m4a,to ordain,,مقدار مقرر کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,3,27,قَدَّمَ,يُقدّمُ,,563.m4a,To send forward,,آگے بھیجنا، سامنے لانا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,4,198,كَذَّبَ,يُكذّبُ,,564.m4a,To accuse of falsehood,,جھٹلانا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,5,14,كَفَّرَ,يُكفِّرُ,,565.m4a,to falsify,,گناہ کو معاف کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,6,21,كلَّمَ,يُكلّمُ,,566.m4a,to speak,,بات چیت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,7,19,مَتَّعَ,يُمتِّعُ,,567.m4a,to provide for enjoyment,,لطف اُٹھانے کا موقع دینا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,8,46,نَبَّأَ,يُنبِّئُ,,568.m4a,"To declare, to tell",,خبردینا، بتانا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,9,79,نَزَّلَ,يُنزّلُ,,569.m4a,To send down,,اُتارنا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,10,39,نَجّٰى,يُنجّي,,570.m4a,To rescue,different vowel marks,نجات دینا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,11,19,وَفّٰى,يُوَفّي,,571.m4a,to pay in full,,کسی کا حق پورا پورا دے دینا,,,,,,,,,,,,,,,,,,,,
verb,1,40,27,12,31,وَلّٰى,يُوَلِّي,,572.m4a,"to turn away, to turn",,رُخ بدلنا، منہ موڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,1,20,بَاركَ,يُبارِك,,573.m4a,to bless,,برکت دینا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,2,25,جَادَلَ,يُجادِل,,574.m4a,to argue,,جھگڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,3,31,جَاهَدَ,يُجاهِد,,575.m4a,To struggle/ strive,,جہاد کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,4,42,حَاسَبَ,يُحاسِب,,576.m4a,call to account,,محاسبہ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,5,11,ضَاعَفَ,يُضاعِف,,577.m4a,to multiply,,دگنا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,6,67,قَاتَلَ,يُقاتِل,,578.m4a,To fight,,لڑنا، قتال کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,7,37,نَافَقَ,يُنافِق,,579.m4a,To play hypocrisy,,منافقت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,8,24,هَاجَرَ,يُهاجِر,,580.m4a,To migrate,,ہجرت کرنا، چھوڑنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,9,48,نَادَى,يُنادِي,,581.m4a,To call out/ cry unto,,پُکارنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,10,31,لَاقى,يُلاقِي,,582.m4a,to meet,,ملاقات کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,41,28,11,14,شَاقَّ,يُشاقُّ,,583.m4a,to appose,,مخالفت کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,1,36,أَبۡصَرَ,يُبصِر,,584.m4a,To see/ watch,,دیکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,2,72,أَحۡسَنَ,يُحسِن,,585.m4a,To do good,,اچھی طرح کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,3,113,أَخۡرَجَ,يَخرُج,,586.m4a,To bring out/ forth,,باہر نکالنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,4,22,أخلَصَ,يُخلِص,,587.m4a,to be sincere,,مخلص ہونا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,5,45,أَدۡخَلَ,يَدخُل,,588.m4a,To admit (someone) into __,,داخل کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,6,171,أَرۡسَلَ,يُرسِل,,589.m4a,To send,,بھیجنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,7,23,أَسۡرَفَ,يُسرِف,,590.m4a,To be extravagant,,حد سے بڑھنا، زیادتی کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,8,72,أَسۡلَمَ,يُسلِم,,591.m4a,To submit/ surrender,,حکم ماننا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,9,15,أسمَعَ,يُسمِع,,592.m4a,to make sb listen,,سنانا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,10,120,أَشۡرَكَ,يُشرِك,,593.m4a,To associate a partner,,شریک کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,11,34,أَصۡبَحَ,يُصبِح,,594.m4a,to become,,ہوجانا، صبح کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,42,29,12,40,أَصۡلَحَ,يُصلِح,,595.m4a,To become good,,اصلاح کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,1,53,أَعۡرَضَ,يَعرُض,,596.m4a,to Turn away,,منہ پھیرنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,2,21,أَغۡرَقَ,يَغرَق,,597.m4a,to Drown,,غرق کرنا، ڈبونا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,3,36,أَفۡسَدَ,يُفسِد,,598.m4a,To Spread Corruption,,خراب کرنا، فساد پھیلانا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,4,40,أَفۡلَحَ,يُفلِح,,599.m4a,To Be Successful,,فلاح پانا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,5,21,أقسَمَ,يُقسِم,,600.m4a,to swear,,قسم کھانا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,6,21,أمسَكَ,يُمسِك,,601.m4a,to hold,,روک رکھنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,7,16,أَنبَتَ,يُنبِت,,602.m4a,to Make sth Grow,,اُگانا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,8,64,أَنذَرَ,يُنذِر,,603.m4a,to Warn,,ڈرانا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,9,190,أَنزَلَ,يُنزِل,,604.m4a,to Send Down,,نازل کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,10,23,أنشَأَ,يُنشِئ,,605.m4a,to Create/ Produce,,پیدا کرنا، پرورش کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,11,70,أَنفَقَ,يُنفِق,,606.m4a,to Spend,,خرچ کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,12,25,أَنكَرَ,يُنكِر,,607.m4a,to Deny,,انکار کرنا، نہ پہچاننا,,,,,,,,,,,,,,,,,,,,
verb,1,43,30,13,57,أَهۡلَكَ,يُهلِك,,608.m4a,to Destroy,,ہلاک کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,1,71,أقَامَ,يُقيمُ,,609.m4a,to establish,,کھڑا کرنا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,2,22,أذَاقَ,يُذيقُ,,610.m4a,to make sb taste,,چکھانا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,3,18,أعَادَ,يُعيدُ,,611.m4a,to return,,لوٹانا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,4,21,أَمَاتَ,يُميتُ,,612.m4a,to cause ss to die,,موت دینا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,5,5,أثَارَ,يُثيرُ,,613.m4a,to plough to stir,,زمین جوتنا / ہل چلانا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,6,10,أَجَابَ,يُجيبُ,,614.m4a,to respond,,جواب دینا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,7,6,أجَارَ,يُجيرُ,,615.m4a,to give protection,,پناہ دینا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,8,20,أحَاطَ,يُحيطُ,,616.m4a,to encompass,,گھیر لینا,,,,,,,,,,,,,,,,,,,,
verb,1,44,31,9,139,أرَادَ,يُريدُ,,617.m4a,to intend,,ارادہ کرنا,,,,,,,,,,,,,,,,,,,,
